ClientID,Segment,Industry,Country,Financed Amount,CO2 (tons),Energy Consumption (MWh),Water Usage (thousand m3),Water Stress,Flood Risk,Drought Risk,Report_Date
190,Medium Corporate,Transportation and Storage,Lithuania,437374.3968,1623.19,3502.6992,3682.056,0.42,0.5,0.69,09/2023
191,Large Corporate,Manufacturing ,Lithuania,1628038.132,12031.747000000001,41135.09070000001,26872.128,0.46,0.37,0.56,09/2023
192,Small Corporate,Financial and Insurance Activities,Lithuania,160651.5372,85.9656,614.3592,282.74399999999997,0.7,0.33,0.41,09/2023
193,Medium Corporate,Manufacturing ,Estonia,232706.01499999998,2634.1200000000003,7537.6704,19777.580400000003,0.53,0.64,0.38,09/2023
194,Large Corporate,"Agriculture, Forestry and Fishing",Estonia,1303220.7359999998,4363.2963,13232.052000000001,43042.70250000001,0.39,0.56,0.21,09/2023
195,Small Corporate,Transportation and Storage,Latvia,178601.39549999998,652.9536,1809.2556,1181.7703999999999,0.2,0.49,0.49,09/2023
196,Medium Corporate,Construction ,Lithuania,330789.57119999995,2731.56,7065.135000000001,10267.66,0.43,0.38,0.52,09/2023
197,Medium Corporate,Financial and Insurance Activities,Estonia,480824.3187,174.636,807.04,943.5,0.5,0.73,0.39,09/2023
198,Medium Corporate,"Agriculture, Forestry and Fishing",Latvia,242726.59199999998,1587.5019999999997,3993.249,9256.6782,0.35,0.58,0.64,09/2023
199,Large Corporate,Construction ,Latvia,1867964.6304,9549.330000000002,14243.9472,29792.000000000004,0.3,0.52,0.35,09/2023
200,Large Corporate,Construction ,Estonia,1813233.9456,7630.99,18725.2128,24028.87,0.41,0.58,0.31,09/2023
201,Small Corporate,Construction ,Lithuania,9859.4496,454.4644,2468.3295000000003,1861.8795000000002,0.59,0.36,0.7,09/2023
202,Large Corporate,Construction ,Latvia,1247603.21,4630.698,18161.3488,15169.660800000001,0.26,0.48,0.59,09/2023
203,Small Corporate,"Agriculture, Forestry and Fishing",Estonia,38078.223,233.85780000000003,1059.7056,4455.4752,0.37,0.77,0.24,09/2023
204,Medium Corporate,"Agriculture, Forestry and Fishing",Lithuania,310893.73,497.1330000000001,4017.3120000000004,14951.445600000001,0.46,0.47,0.6,09/2023
205,Small Corporate,Transportation and Storage,Latvia,187198.4338,382.72,1554.231,1319.6566,0.28,0.66,0.49,09/2023
206,Large Corporate,Financial and Insurance Activities,Lithuania,719798.5079999999,740.33,4450.2192,2333.0664,0.56,0.32,0.45,09/2023
207,Large Corporate,Construction ,Latvia,1719816.3072,7714.1376,16654.07,27867.510000000002,0.42,0.49,0.48,09/2023
208,Medium Corporate,Transportation and Storage,Latvia,398018.28119999997,3462.4772000000003,6047.04,3677.1839999999997,0.35,0.68,0.53,09/2023
209,Small Corporate,"Agriculture, Forestry and Fishing",Latvia,146843.0865,121.6962,443.3310000000001,1821.1739,0.48,0.42,0.64,09/2023
210,Small Corporate,Financial and Insurance Activities,Estonia,147234.8547,93.60000000000001,266.112,476.34000000000003,0.5,0.8,0.23,09/2023
211,Medium Corporate,"Agriculture, Forestry and Fishing",Lithuania,471873.6,828.8904,5341.79,13753.080000000002,0.59,0.34,0.56,09/2023
212,Large Corporate,Construction ,Latvia,1483994.4768,5476.7856,17179.47,28569.9752,0.25,0.64,0.61,09/2023
213,Small Corporate,Manufacturing ,Estonia,24791.599,123.60600000000002,1511.5559,8969.8896,0.56,0.59,0.5,09/2023
214,Medium Corporate,Construction ,Estonia,460266.41079999995,2405.0196,5250.168,9742.564000000002,0.35,0.64,0.3,09/2023
215,Small Corporate,"Agriculture, Forestry and Fishing",Estonia,182987.11899999998,105.4944,533.6552,3920.1200000000003,0.43,0.77,0.38,09/2023
216,Small Corporate,Transportation and Storage,Latvia,156864.3648,709.7112000000001,2140.2000000000003,1282.134,0.41,0.5,0.33,09/2023
217,Medium Corporate,Manufacturing ,Latvia,403146.7008,2843.9190000000003,10382.25,20064.040800000002,0.21,0.57,0.58,09/2023
218,Large Corporate,Construction ,Latvia,755661.2533999999,4714.869400000001,17973.2934,27251.0,0.3,0.69,0.41,09/2023
219,Small Corporate,Manufacturing ,Estonia,142381.88649999996,651.6138000000001,2408.421,3681.9072,0.55,0.76,0.4,09/2023
220,Small Corporate,Manufacturing ,Latvia,151976.59199999998,1011.1716,2361.0159999999996,2803.2029999999995,0.32,0.45,0.41,09/2023
221,Large Corporate,Manufacturing ,Estonia,522293.3298,12895.272,10966.3275,49754.5392,0.47,0.66,0.21,09/2023
222,Small Corporate,"Agriculture, Forestry and Fishing",Latvia,17505.3186,363.54499999999996,397.67,4529.3248,0.4,0.54,0.62,09/2023
223,Large Corporate,Financial and Insurance Activities,Estonia,1159691.7024,928.2208000000002,4121.629800000001,1272.96,0.4,0.55,0.44,09/2023
224,Large Corporate,Financial and Insurance Activities,Lithuania,511290.6666,911.3247,5814.900000000001,2600.7399,0.62,0.48,0.57,09/2023
225,Small Corporate,Transportation and Storage,Latvia,73136.44799999999,555.8796,872.6384000000002,1634.2559999999999,0.5,0.5,0.56,09/2023
226,Small Corporate,Manufacturing ,Lithuania,18402.048,353.9239,2964.06,4767.1078,0.72,0.35,0.45,09/2023
227,Large Corporate,Construction ,Estonia,1832425.0809999998,12129.9024,14184.112800000003,16280.649,0.41,0.79,0.27,09/2023
228,Medium Corporate,Financial and Insurance Activities,Estonia,383877.04409999994,193.0,1644.3900000000003,630.8,0.41,0.62,0.21,09/2023
229,Small Corporate,Transportation and Storage,Latvia,55181.26299999999,840.0210000000001,2852.16,1491.9336,0.26,0.43,0.38,09/2023
230,Small Corporate,Financial and Insurance Activities,Lithuania,23610.575999999997,42.42,628.5212,220.9779,0.67,0.49,0.74,09/2023
231,Small Corporate,Transportation and Storage,Lithuania,11850.3891,618.0174,2254.35,790.7328,0.4,0.41,0.71,09/2023
232,Large Corporate,Financial and Insurance Activities,Lithuania,1008273.9689999999,535.0,6738.8544,1491.1776,0.6,0.44,0.61,09/2023
233,Medium Corporate,Financial and Insurance Activities,Estonia,372885.0509999999,287.49830000000003,1465.308,792.2238000000001,0.58,0.7,0.33,09/2023
234,Small Corporate,Financial and Insurance Activities,Latvia,4128.0096,75.712,688.3799,330.1589,0.42,0.6,0.54,09/2023
235,Small Corporate,Construction ,Estonia,33970.40639999999,676.3907,2440.16,3954.5408000000007,0.54,0.56,0.25,09/2023
236,Medium Corporate,Manufacturing ,Lithuania,356213.32039999997,2188.3487999999998,3784.7880000000005,22460.8032,0.51,0.49,0.55,09/2023
237,Small Corporate,Construction ,Lithuania,163508.63,727.2720000000002,1858.5114,1721.2536,0.72,0.3,0.72,09/2023
238,Medium Corporate,Financial and Insurance Activities,Latvia,389044.3788,223.38,1736.4067,813.96,0.43,0.47,0.34,09/2023
239,Large Corporate,Manufacturing ,Estonia,1093504.188,13800.0552,14152.4238,74285.90639999999,0.58,0.64,0.48,09/2023
240,Large Corporate,Construction ,Estonia,1254398.7456,8835.2576,15754.48,14918.8312,0.49,0.65,0.27,09/2023
241,Medium Corporate,Transportation and Storage,Latvia,452010.7409999999,3160.4314,10338.6888,2312.6980000000003,0.35,0.55,0.56,09/2023
242,Large Corporate,Manufacturing ,Estonia,484850.68799999997,10355.299200000001,31773.258,61453.58960000001,0.42,0.68,0.48,09/2023
243,Small Corporate,Manufacturing ,Latvia,161962.346,781.6992,743.8596,9126.062100000001,0.5,0.53,0.49,09/2023
244,Large Corporate,Transportation and Storage,Estonia,1160230.3104,12302.4384,30601.3032,10947.628999999999,0.41,0.66,0.36,09/2023
245,Large Corporate,Manufacturing ,Estonia,1136229.2676,5053.1481,26368.9074,37048.86,0.48,0.61,0.35,09/2023
246,Large Corporate,Construction ,Latvia,1224195.8652,10640.003,17111.5857,28148.9121,0.22,0.49,0.53,09/2023
247,Small Corporate,Manufacturing ,Lithuania,21998.7264,163.28160000000003,681.1776000000001,5745.584000000001,0.5,0.34,0.63,09/2023
248,Large Corporate,Manufacturing ,Latvia,1720747.008,14431.284000000001,13714.102499999999,45897.7064,0.38,0.67,0.54,09/2023
249,Large Corporate,Manufacturing ,Estonia,1788931.2881999998,13981.601400000001,26383.632,49215.810600000004,0.38,0.64,0.32,09/2023
250,Large Corporate,Transportation and Storage,Estonia,1612434.7288999998,7470.857800000001,25292.6172,7509.0015,0.35,0.72,0.24,09/2023
251,Large Corporate,"Agriculture, Forestry and Fishing",Latvia,1485258.747,4196.096399999999,13139.412,20419.984,0.39,0.52,0.34,09/2023
252,Large Corporate,Transportation and Storage,Lithuania,1257150.1535999998,5640.9005,21496.3148,14821.019400000003,0.59,0.34,0.43,09/2023
253,Medium Corporate,Manufacturing ,Estonia,425170.944,3414.4485,10203.52,17972.6778,0.4,0.64,0.28,09/2023
254,Small Corporate,Manufacturing ,Estonia,23599.411199999995,484.2144,673.2,2450.52,0.45,0.74,0.27,09/2023
255,Small Corporate,Construction ,Latvia,99591.2064,739.032,1160.0819999999999,3099.9488000000006,0.47,0.44,0.42,09/2023
256,Small Corporate,Financial and Insurance Activities,Latvia,63626.48069999999,85.98720000000002,451.59319999999997,373.9626,0.42,0.59,0.63,09/2023
257,Small Corporate,Transportation and Storage,Lithuania,11326.4415,469.248,2281.4946,1420.7784000000001,0.66,0.33,0.54,09/2023
258,Medium Corporate,Construction ,Lithuania,264866.10480000003,1732.836,5601.6576000000005,9070.42,0.61,0.5,0.45,09/2023
259,Medium Corporate,Construction ,Estonia,188354.74559999997,3178.6020000000003,7160.283899999999,7647.72,0.47,0.67,0.24,09/2023
260,Medium Corporate,Transportation and Storage,Estonia,463603.6096,3284.94,4069.1160000000004,1801.8,0.5,0.69,0.27,09/2023
261,Large Corporate,Financial and Insurance Activities,Lithuania,693880.4544,394.94,4264.271000000001,1244.6,0.72,0.39,0.49,09/2023
262,Small Corporate,Financial and Insurance Activities,Latvia,49953.8457,42.6888,433.36220000000003,432.73449999999997,0.49,0.59,0.44,09/2023
263,Small Corporate,"Agriculture, Forestry and Fishing",Estonia,99169.06549999998,561.246,452.76,4101.3,0.58,0.62,0.21,09/2023
264,Medium Corporate,Transportation and Storage,Estonia,421010.4192,2799.9648,4492.2933,3088.5764000000004,0.48,0.8,0.25,09/2023
265,Large Corporate,Transportation and Storage,Lithuania,1426210.224,6291.549,28809.0,13861.6137,0.44,0.43,0.74,09/2023
266,Large Corporate,Financial and Insurance Activities,Latvia,802238.9759999999,773.7812,3843.4,2406.027,0.26,0.57,0.44,09/2023
267,Small Corporate,Financial and Insurance Activities,Latvia,29598.366599999998,64.1144,788.2560000000001,122.1858,0.47,0.42,0.51,09/2023
268,Medium Corporate,"Agriculture, Forestry and Fishing",Lithuania,467079.21119999996,1524.8475,5193.2685,9237.2742,0.8,0.39,0.41,09/2023
269,Small Corporate,Transportation and Storage,Estonia,93177.27299999999,668.7911999999999,2731.2285000000006,1750.6034,0.46,0.64,0.46,09/2023
270,Small Corporate,Financial and Insurance Activities,Latvia,85614.3288,56.207100000000004,684.2115000000001,397.62239999999997,0.22,0.7,0.41,09/2023
271,Small Corporate,Transportation and Storage,Lithuania,63180.623999999996,1008.3808,1637.0852,481.10400000000004,0.68,0.33,0.5,09/2023
272,Large Corporate,Transportation and Storage,Lithuania,853768.0305,6941.938500000001,11919.607800000002,8851.056,0.58,0.49,0.49,09/2023
273,Large Corporate,Manufacturing ,Latvia,1279808.2836,6645.4752,17366.399999999998,51849.558000000005,0.44,0.51,0.65,09/2023
274,Medium Corporate,"Agriculture, Forestry and Fishing",Lithuania,376065.9154,1155.6453999999999,2299.9185,17281.1808,0.66,0.39,0.71,09/2023
275,Medium Corporate,"Agriculture, Forestry and Fishing",Estonia,305854.9065,1980.72,4258.128000000001,13273.47,0.55,0.74,0.31,09/2023
276,Small Corporate,Construction ,Latvia,64015.305199999995,245.9754,1990.4853000000003,2455.4376,0.29,0.4,0.41,09/2023
277,Large Corporate,Construction ,Lithuania,1642089.2544,5835.715800000001,11485.6392,32409.457600000005,0.74,0.32,0.71,09/2023
278,Medium Corporate,Manufacturing ,Estonia,257965.5078,3369.663,5639.263800000001,27516.434400000002,0.37,0.7,0.25,09/2023
279,Medium Corporate,"Agriculture, Forestry and Fishing",Latvia,405926.82899999997,1492.47,4217.4792,17641.396500000003,0.39,0.4,0.55,09/2023
280,Large Corporate,Transportation and Storage,Latvia,1744170.7933999998,13547.938,10384.6248,9625.165200000001,0.21,0.5,0.33,09/2023
281,Large Corporate,"Agriculture, Forestry and Fishing",Estonia,690774.5196,2042.5949999999998,12708.6684,31572.5904,0.57,0.66,0.37,09/2023
282,Small Corporate,Construction ,Estonia,11151.5085,778.5855,2442.4512000000004,2251.395,0.48,0.62,0.23,09/2023
283,Medium Corporate,Transportation and Storage,Latvia,262645.39,3518.3574000000003,5238.9225,3783.456,0.46,0.63,0.59,09/2023
284,Medium Corporate,Transportation and Storage,Latvia,374481.545,5067.455800000001,5907.210400000001,2211.4224000000004,0.3,0.54,0.4,09/2023
285,Small Corporate,Construction ,Lithuania,137428.83,672.5592,2485.2464,3000.0861,0.52,0.46,0.48,09/2023
286,Small Corporate,Financial and Insurance Activities,Lithuania,87814.7424,21.624000000000002,599.5360000000001,107.56479999999999,0.56,0.31,0.45,09/2023
287,Large Corporate,"Agriculture, Forestry and Fishing",Latvia,1731304.9656,5133.762,7738.66,32725.474599999998,0.23,0.7,0.49,09/2023
288,Large Corporate,Construction ,Lithuania,1305689.992,3508.4,13552.523700000002,12688.6573,0.43,0.41,0.64,09/2023
289,Large Corporate,Construction ,Latvia,1862750.1312,4708.851,14884.342,25527.0632,0.3,0.56,0.58,09/2023
290,Medium Corporate,Transportation and Storage,Estonia,361529.76749999996,3965.7659999999996,3190.59,3180.24,0.47,0.61,0.39,09/2023
291,Medium Corporate,Manufacturing ,Latvia,393663.28319999995,2263.9716,8271.2605,27897.355199999998,0.46,0.59,0.45,09/2023
292,Medium Corporate,Financial and Insurance Activities,Latvia,212567.10749999998,152.145,1342.6,854.2176,0.49,0.48,0.43,09/2023
293,Large Corporate,"Agriculture, Forestry and Fishing",Latvia,618993.1625,2588.4838,9072.4608,33792.634399999995,0.23,0.41,0.47,09/2023
294,Small Corporate,Construction ,Lithuania,139481.248,371.40770000000003,1656.0768,1391.8905,0.53,0.44,0.63,09/2023
295,Small Corporate,Manufacturing ,Lithuania,142825.419,488.53800000000007,1154.5716000000002,5891.140800000001,0.6,0.45,0.47,09/2023
296,Medium Corporate,Construction ,Lithuania,478180.043,1893.0576,6826.129200000001,14020.081600000001,0.68,0.36,0.74,09/2023
297,Medium Corporate,"Agriculture, Forestry and Fishing",Latvia,205245.9472,1207.2060000000001,5831.9310000000005,7226.4902999999995,0.32,0.56,0.49,09/2023
298,Large Corporate,Construction ,Estonia,1360769.8752000001,10370.43,22262.955000000005,28440.489,0.53,0.58,0.41,09/2023
299,Medium Corporate,Financial and Insurance Activities,Estonia,252459.05849999998,231.79500000000002,1871.9115000000004,977.9760000000001,0.44,0.57,0.38,09/2023
300,Small Corporate,Financial and Insurance Activities,Lithuania,10892.5824,80.801,609.7226,278.76,0.41,0.45,0.53,09/2023
301,Large Corporate,Construction ,Latvia,737918.77,8021.1978,13860.352000000003,24605.2065,0.24,0.47,0.52,09/2023
302,Large Corporate,Construction ,Latvia,1845542.5758,7167.669600000001,11206.6234,26691.984000000004,0.42,0.47,0.43,09/2023
303,Large Corporate,Financial and Insurance Activities,Estonia,1924585.3638000002,903.546,3180.6194,2049.6384,0.5,0.58,0.33,09/2023
304,Small Corporate,Financial and Insurance Activities,Estonia,26764.142999999996,67.9728,249.0746,108.3,0.53,0.64,0.44,09/2023
305,Small Corporate,Construction ,Estonia,147599.85599999997,180.285,1170.3552000000002,4115.488,0.58,0.62,0.41,09/2023
306,Small Corporate,Manufacturing ,Estonia,37636.155199999994,532.5203,1148.8680000000002,6953.931999999999,0.53,0.59,0.2,09/2023
307,Medium Corporate,"Agriculture, Forestry and Fishing",Latvia,324577.323,1195.9080000000001,5466.8795,10999.6474,0.33,0.66,0.41,09/2023
308,Small Corporate,Manufacturing ,Estonia,153759.647,528.4756000000001,2499.8496000000005,3872.9880000000003,0.4,0.79,0.5,09/2023
309,Medium Corporate,"Agriculture, Forestry and Fishing",Estonia,392101.20849999995,1237.8300000000002,4171.0,11868.0555,0.36,0.64,0.39,09/2023
310,Large Corporate,Construction ,Estonia,567341.6661,4072.3200000000006,21531.064300000002,14591.6518,0.37,0.76,0.43,09/2023
311,Large Corporate,Manufacturing ,Estonia,1595550.8547,18809.6643,10559.478599999999,45863.6152,0.53,0.75,0.25,09/2023
312,Medium Corporate,Financial and Insurance Activities,Lithuania,247481.7939,169.60000000000002,1393.6272000000004,670.3199999999999,0.51,0.35,0.67,09/2023
313,Large Corporate,Transportation and Storage,Lithuania,1781164.1587,15250.4856,19732.378399999998,11215.628799999999,0.56,0.45,0.5,09/2023
314,Large Corporate,Financial and Insurance Activities,Latvia,1708409.4608,634.5022,5717.7911,1573.6607999999999,0.38,0.52,0.61,09/2023
315,Medium Corporate,Construction ,Estonia,246619.20199999996,2031.7160000000001,4811.3875,8442.3465,0.39,0.65,0.46,09/2023
316,Small Corporate,"Agriculture, Forestry and Fishing",Lithuania,2875.536,184.392,1468.5040000000001,1845.451,0.6,0.46,0.55,09/2023
317,Large Corporate,Transportation and Storage,Estonia,1378788.7296,8351.811,18381.073200000003,8795.3432,0.6,0.69,0.4,09/2023
318,Large Corporate,Transportation and Storage,Lithuania,979500.7488,6265.3734,8945.640000000001,13266.182399999998,0.48,0.37,0.61,09/2023
319,Small Corporate,Financial and Insurance Activities,Estonia,102960.2112,73.15060000000001,617.176,270.864,0.6,0.67,0.21,09/2023
320,Medium Corporate,Construction ,Estonia,370406.97599999997,2886.2350000000006,7351.344,7409.022400000001,0.39,0.71,0.5,09/2023
321,Large Corporate,Transportation and Storage,Latvia,1450696.3029999998,9672.8742,22633.5681,11772.9,0.41,0.41,0.55,09/2023
322,Small Corporate,"Agriculture, Forestry and Fishing",Latvia,90679.743,463.32,748.9356,4107.0744,0.32,0.49,0.44,09/2023
323,Large Corporate,Financial and Insurance Activities,Latvia,502883.469,677.0808000000001,2959.8555,2222.7839999999997,0.28,0.41,0.46,09/2023
324,Small Corporate,"Agriculture, Forestry and Fishing",Lithuania,70671.30840000001,298.9196,670.6336,1964.7126,0.8,0.42,0.44,09/2023
325,Medium Corporate,Transportation and Storage,Lithuania,207875.50079999998,3729.1679999999997,3066.2379,3365.32,0.64,0.49,0.52,09/2023
326,Medium Corporate,Manufacturing ,Estonia,357410.89999999997,2123.1,5420.688,20135.2975,0.35,0.68,0.44,09/2023
327,Small Corporate,Financial and Insurance Activities,Lithuania,83326.9225,41.12800000000001,391.608,190.587,0.67,0.4,0.55,09/2023
328,Small Corporate,"Agriculture, Forestry and Fishing",Lithuania,20600.0064,492.4356,1421.998,2011.6170000000002,0.76,0.5,0.68,09/2023
329,Small Corporate,"Agriculture, Forestry and Fishing",Lithuania,56015.03999999999,497.952,535.1444999999999,2613.8396000000002,0.63,0.32,0.57,09/2023
330,Medium Corporate,"Agriculture, Forestry and Fishing",Lithuania,286895.0784,1414.3626,2125.8405000000002,10650.6008,0.41,0.44,0.67,09/2023
331,Medium Corporate,Construction ,Latvia,326148.8472,2916.4408,5341.3243999999995,10735.181600000002,0.26,0.42,0.59,09/2023
332,Large Corporate,Transportation and Storage,Lithuania,1345822.8769999999,7957.62,21630.7416,7108.9003999999995,0.63,0.36,0.61,09/2023
333,Small Corporate,Manufacturing ,Lithuania,128497.7664,138.7134,2033.4300000000003,2070.8669999999997,0.48,0.37,0.5,09/2023
334,Small Corporate,"Agriculture, Forestry and Fishing",Latvia,25966.9485,492.75200000000007,1084.752,2969.7475,0.4,0.57,0.58,09/2023
335,Medium Corporate,Manufacturing ,Latvia,402263.3538,3896.2737,8709.508800000001,24252.912000000004,0.26,0.44,0.61,09/2023
336,Medium Corporate,Manufacturing ,Lithuania,363493.13279999996,5044.194000000001,4164.9118,20456.6416,0.6,0.38,0.47,09/2023
337,Small Corporate,Manufacturing ,Estonia,185841.565,188.0525,1969.7803999999999,5883.366,0.58,0.58,0.3,09/2023
338,Small Corporate,Construction ,Lithuania,97453.7088,558.33,2426.9740000000006,2370.6432000000004,0.5,0.43,0.42,09/2023
339,Large Corporate,Transportation and Storage,Estonia,1746075.2429999998,7202.276000000001,15932.924799999999,9057.984,0.39,0.69,0.36,09/2023
340,Medium Corporate,Manufacturing ,Lithuania,311644.2384,1133.3296000000003,6384.078,16109.339399999999,0.45,0.31,0.5,09/2023
341,Large Corporate,Construction ,Latvia,1753376.7259999998,3290.84,21305.1552,19123.8102,0.37,0.46,0.35,09/2023
342,Medium Corporate,Construction ,Lithuania,440106.975,2652.5232,5571.3114,6705.6364,0.7,0.46,0.71,09/2023
343,Small Corporate,Manufacturing ,Latvia,9624.1266,582.582,2041.2,8355.2688,0.22,0.56,0.49,09/2023
344,Large Corporate,"Agriculture, Forestry and Fishing",Estonia,929931.9286999999,2104.96,9513.504,39067.433999999994,0.49,0.8,0.45,09/2023
345,Medium Corporate,Financial and Insurance Activities,Lithuania,411378.57599999994,116.3448,1591.0176000000001,846.6,0.59,0.3,0.52,09/2023
346,Small Corporate,Manufacturing ,Lithuania,113889.88399999999,826.9274,531.4048,8100.756,0.48,0.34,0.75,09/2023
347,Medium Corporate,"Agriculture, Forestry and Fishing",Latvia,412022.4768,1550.115,4679.4132,10664.472,0.37,0.58,0.61,09/2023
348,Large Corporate,Transportation and Storage,Latvia,1138118.688,13380.979500000001,29511.226800000004,8892.2496,0.36,0.45,0.38,09/2023
349,Small Corporate,"Agriculture, Forestry and Fishing",Lithuania,143821.25009999998,467.1,1589.6159999999998,4783.659600000001,0.62,0.37,0.53,09/2023
350,Large Corporate,"Agriculture, Forestry and Fishing",Estonia,1330262.9858,3847.44,9644.6592,21670.3578,0.43,0.6,0.33,09/2023
351,Large Corporate,Construction ,Lithuania,1640617.4054999999,5755.2276,10009.5354,24378.275100000006,0.63,0.31,0.6,09/2023
352,Medium Corporate,Financial and Insurance Activities,Estonia,400183.74679999996,237.45600000000002,1542.24,534.2040000000001,0.41,0.57,0.5,09/2023
353,Large Corporate,"Agriculture, Forestry and Fishing",Lithuania,737397.2009999999,5924.6630000000005,8177.061200000001,28499.82,0.76,0.41,0.61,09/2023
354,Medium Corporate,Manufacturing ,Estonia,282066.5988,4714.9648,7457.436000000001,12514.6944,0.58,0.68,0.4,09/2023
355,Small Corporate,Financial and Insurance Activities,Lithuania,140163.91199999998,53.025,322.56000000000006,171.72539999999998,0.61,0.39,0.47,09/2023
356,Large Corporate,Transportation and Storage,Estonia,1442343.9124999999,12062.9484,17539.548899999998,12171.779999999999,0.48,0.58,0.29,09/2023
357,Large Corporate,Transportation and Storage,Estonia,1814838.9504,13607.3392,15532.985600000002,13353.228,0.57,0.74,0.23,09/2023
358,Small Corporate,Construction ,Estonia,154230.391,381.3264,1180.9728000000002,2048.772,0.6,0.74,0.38,09/2023
359,Small Corporate,"Agriculture, Forestry and Fishing",Lithuania,136878.2811,294.7392,1864.044,5417.219999999999,0.44,0.34,0.56,09/2023
360,Large Corporate,Transportation and Storage,Latvia,571419.585,13100.982,22281.894,13872.978000000001,0.49,0.7,0.56,09/2023
361,Small Corporate,Construction ,Lithuania,85416.20999999999,296.93780000000004,1303.3760000000002,1609.6665,0.8,0.45,0.6,09/2023
362,Medium Corporate,"Agriculture, Forestry and Fishing",Estonia,269360.3088,988.2972,2587.7412,9928.9554,0.44,0.71,0.21,09/2023
363,Large Corporate,Manufacturing ,Lithuania,731142.916,15678.505499999997,17225.901,32261.5296,0.61,0.38,0.68,09/2023
364,Medium Corporate,Transportation and Storage,Latvia,373418.33759999997,1552.1955,4578.882,5495.962500000001,0.41,0.59,0.55,09/2023
365,Large Corporate,"Agriculture, Forestry and Fishing",Estonia,708096.8766,4332.601000000001,9716.6475,46533.340000000004,0.6,0.68,0.37,09/2023
366,Large Corporate,Financial and Insurance Activities,Estonia,1562095.8528,873.65,4466.946000000001,1557.6065999999998,0.39,0.57,0.36,09/2023
367,Small Corporate,Construction ,Lithuania,136249.34399999998,859.9360000000001,1077.8544,2339.0640000000003,0.64,0.47,0.66,09/2023
368,Small Corporate,Construction ,Latvia,22476.239999999998,511.32150000000007,1452.7032,1309.8512,0.35,0.42,0.33,09/2023
369,Medium Corporate,Transportation and Storage,Lithuania,354680.306,3357.8022,9034.0944,2244.2688,0.77,0.38,0.41,09/2023
370,Medium Corporate,Financial and Insurance Activities,Latvia,288501.377,161.01360000000003,1707.4134,908.5151999999999,0.24,0.67,0.59,09/2023
371,Medium Corporate,Construction ,Latvia,230570.1585,973.08,7587.84,13202.481600000001,0.49,0.64,0.33,09/2023
372,Large Corporate,Construction ,Lithuania,1221567.893,6771.2904,18355.1346,26592.1486,0.54,0.36,0.69,09/2023
373,Large Corporate,Construction ,Latvia,1592409.3696,3583.6012,11881.485,15460.632000000001,0.39,0.59,0.48,09/2023
374,Medium Corporate,Transportation and Storage,Lithuania,342597.024,1556.8500000000001,8295.210000000001,4656.316500000001,0.47,0.35,0.43,09/2023
375,Small Corporate,Manufacturing ,Latvia,120645.36989999999,696.0888,1300.2174,6187.2303999999995,0.43,0.5,0.56,09/2023
376,Medium Corporate,"Agriculture, Forestry and Fishing",Estonia,365408.8515,893.673,2228.3079000000002,17381.2748,0.38,0.6,0.26,09/2023
377,Small Corporate,Financial and Insurance Activities,Latvia,135726.975,50.904,606.69,401.3472,0.32,0.61,0.47,09/2023
378,Medium Corporate,Financial and Insurance Activities,Latvia,453200.1408,264.2766,1024.342,520.353,0.23,0.48,0.59,09/2023
379,Medium Corporate,Transportation and Storage,Latvia,202437.10080000001,4758.1225,7527.42,3955.3500000000004,0.5,0.56,0.3,09/2023
380,Small Corporate,Financial and Insurance Activities,Estonia,57103.397999999994,54.054,720.72,347.52,0.59,0.8,0.2,09/2023
381,Medium Corporate,"Agriculture, Forestry and Fishing",Estonia,301631.19029999996,1116.4944,1954.1904000000002,12069.574400000001,0.46,0.74,0.25,09/2023
382,Medium Corporate,"Agriculture, Forestry and Fishing",Estonia,461693.7468,1153.9346,5128.3185,13796.055,0.38,0.62,0.32,09/2023
383,Large Corporate,"Agriculture, Forestry and Fishing",Latvia,801729.4348,1803.984,13354.95,23347.2876,0.21,0.68,0.3,09/2023
384,Large Corporate,Manufacturing ,Latvia,752530.6368,18725.029200000004,13357.344000000001,73438.7148,0.29,0.58,0.65,09/2023
385,Large Corporate,Manufacturing ,Estonia,754455.401,5749.8896,17100.921599999998,65601.224,0.57,0.79,0.32,09/2023
386,Medium Corporate,Construction ,Estonia,327569.8176,2937.5352000000003,6273.0,13354.198000000002,0.56,0.66,0.29,09/2023
387,Medium Corporate,Manufacturing ,Latvia,411299.5455,2060.8521,8450.148000000001,11048.1,0.39,0.41,0.51,09/2023
388,Small Corporate,"Agriculture, Forestry and Fishing",Lithuania,12868.861499999999,270.9792,1356.6336,3754.6704000000004,0.48,0.3,0.41,09/2023
389,Large Corporate,"Agriculture, Forestry and Fishing",Lithuania,971918.0064,3158.775,13741.5012,43760.191999999995,0.62,0.37,0.49,09/2023
390,Small Corporate,Transportation and Storage,Latvia,130049.48879999999,752.1654000000001,1816.628,884.4459999999999,0.28,0.62,0.51,09/2023
391,Medium Corporate,Construction ,Latvia,367743.42,2161.2990000000004,6263.1639000000005,11150.537999999999,0.29,0.55,0.45,09/2023
392,Medium Corporate,Financial and Insurance Activities,Estonia,324188.44920000003,156.0,1838.9172,657.36,0.43,0.74,0.33,09/2023
393,Large Corporate,Manufacturing ,Latvia,979837.3035,16469.242000000002,19641.895,62467.2678,0.24,0.4,0.45,09/2023
